facility_ID,subtype_code,lat,lon,OGI_required_surveys,OGI_required_surveys_AER,truck_required_surveys,aircraft_required_surveys,OGI_time,aircraft_time,truck_time,OGI_FU_time
ABRAND00396,351,53.19,-116,3,1,4,6,120,5,30,120
ABRAND00397,601,52.95,-115.99,3,1,4,6,120,5,30,120
ABRAND00398,351,53.64,-115.99,3,1,4,6,120,5,30,120
ABRAND00399,601,52.83,-115.99,3,1,4,6,120,5,30,120
ABRAND00400,362,52.77,-115.98,3,1,4,6,120,5,30,120
ABRAND00401,351,53.42,-115.98,3,1,4,6,120,5,30,120
ABRAND00402,311,53.13,-115.98,3,1,4,6,120,5,30,120
ABRAND00403,601,54.24,-115.98,3,1,4,6,120,5,30,120
ABRAND00404,311,53.12,-115.98,3,1,4,6,120,5,30,120
ABRAND00405,601,53.06,-115.97,3,3,4,6,120,5,30,120
ABRAND00406,601,53.09,-115.97,3,1,4,6,120,5,30,120
ABRAND00407,351,52.87,-115.97,3,1,4,6,120,5,30,120
ABRAND00408,311,53.95,-115.97,3,1,4,6,120,5,30,120
ABRAND00409,351,52.99,-115.96,3,1,4,6,120,5,30,120
ABRAND00410,322,53.04,-115.96,3,1,4,6,120,5,30,120
ABRAND00411,601,53.49,-115.96,3,3,4,6,120,5,30,120
ABRAND00412,601,53.18,-115.96,3,3,4,6,120,5,30,120
ABRAND00413,361,53.92,-115.95,3,1,4,6,120,5,30,120
ABRAND00414,601,53.96,-115.95,3,3,4,6,120,5,30,120
ABRAND00415,311,53.4,-115.94,3,1,4,6,120,5,30,120
ABRAND00416,361,53.75,-115.94,3,1,4,6,120,5,30,120
ABRAND00417,351,53.88,-115.94,3,1,4,6,120,5,30,120
ABRAND00418,351,52.81,-115.94,3,1,4,6,120,5,30,120
ABRAND00419,311,52.96,-115.92,3,1,4,6,120,5,30,120
ABRAND00420,601,52.87,-115.92,3,1,4,6,120,5,30,120
ABRAND00421,601,53.19,-115.92,3,1,4,6,120,5,30,120
ABRAND00422,351,53.14,-115.92,3,1,4,6,120,5,30,120
ABRAND00423,311,53.21,-115.92,3,1,4,6,120,5,30,120
ABRAND00424,601,53.82,-115.91,3,3,4,6,120,5,30,120
ABRAND00425,322,53.68,-115.91,3,1,4,6,120,5,30,120
ABRAND00426,311,53.07,-115.91,3,1,4,6,120,5,30,120
ABRAND00427,361,53.9,-115.91,3,1,4,6,120,5,30,120
ABRAND00428,311,52.7,-115.91,3,1,4,6,120,5,30,120
ABRAND00429,311,52.98,-115.91,3,1,4,6,120,5,30,120
ABRAND00430,601,53.05,-115.9,3,1,4,6,120,5,30,120
ABRAND00431,311,52.99,-115.9,3,1,4,6,120,5,30,120
ABRAND00432,361,53.8,-115.9,3,1,4,6,120,5,30,120
ABRAND00433,361,53.68,-115.9,3,1,4,6,120,5,30,120
ABRAND00434,311,53.24,-115.9,3,1,4,6,120,5,30,120
ABRAND00435,311,53.02,-115.9,3,1,4,6,120,5,30,120
ABRAND00436,311,53.02,-115.89,3,1,4,6,120,5,30,120
ABRAND00437,361,54.31,-115.89,3,1,4,6,120,5,30,120
ABRAND00438,351,53.31,-115.89,3,1,4,6,120,5,30,120
ABRAND00439,601,54.33,-115.89,3,3,4,6,120,5,30,120
ABRAND00440,601,53.45,-115.89,3,3,4,6,120,5,30,120
ABRAND00441,311,53.21,-115.89,3,1,4,6,120,5,30,120
ABRAND00442,361,53.86,-115.88,3,1,4,6,120,5,30,120
ABRAND00443,311,52.9,-115.88,3,1,4,6,120,5,30,120
ABRAND00444,361,53.86,-115.88,3,1,4,6,120,5,30,120
ABRAND00445,601,53.96,-115.87,3,3,4,6,120,5,30,120
ABRAND00446,311,52.97,-115.87,3,1,4,6,120,5,30,120
ABRAND00447,311,53,-115.87,3,1,4,6,120,5,30,120
ABRAND00448,351,53.27,-115.87,3,1,4,6,120,5,30,120
ABRAND00449,361,53.17,-115.87,3,1,4,6,120,5,30,120
ABRAND00450,351,54.04,-115.85,3,1,4,6,120,5,30,120
ABRAND00451,361,52.89,-115.85,3,1,4,6,120,5,30,120
ABRAND00452,351,53.79,-115.85,3,1,4,6,120,5,30,120
ABRAND00453,361,54.15,-115.84,3,1,4,6,120,5,30,120
ABRAND00454,601,53.05,-115.84,3,1,4,6,120,5,30,120
ABRAND00455,601,54.35,-115.84,3,3,4,6,120,5,30,120
ABRAND00456,311,53.34,-115.84,3,1,4,6,120,5,30,120
ABRAND00457,311,54.04,-115.84,3,1,4,6,120,5,30,120
ABRAND00458,311,53.34,-115.84,3,1,4,6,120,5,30,120
ABRAND00459,361,53.03,-115.84,3,1,4,6,120,5,30,120
ABRAND00460,311,53.36,-115.84,3,1,4,6,120,5,30,120
ABRAND00461,601,53.8,-115.84,3,3,4,6,120,5,30,120
ABRAND00462,322,53.67,-115.84,3,1,4,6,120,5,30,120
ABRAND00463,601,53.61,-115.83,3,3,4,6,120,5,30,120
ABRAND00464,311,52.96,-115.83,3,1,4,6,120,5,30,120
ABRAND00465,361,53.67,-115.83,3,1,4,6,120,5,30,120
ABRAND00466,601,52.72,-115.82,3,1,4,6,120,5,30,120
ABRAND00467,601,53.5,-115.82,3,3,4,6,120,5,30,120
ABRAND00468,311,53.07,-115.82,3,1,4,6,120,5,30,120
ABRAND00469,351,53.85,-115.81,3,1,4,6,120,5,30,120
ABRAND00470,311,53.17,-115.81,3,1,4,6,120,5,30,120
ABRAND00471,621,53.85,-115.81,3,3,4,6,120,5,30,120
ABRAND00472,351,53.69,-115.81,3,1,4,6,120,5,30,120
ABRAND00473,311,53.2,-115.8,3,1,4,6,120,5,30,120
ABRAND00474,311,53.07,-115.8,3,1,4,6,120,5,30,120
ABRAND00475,322,53.59,-115.79,3,1,4,6,120,5,30,120
ABRAND00476,351,53.02,-115.79,3,1,4,6,120,5,30,120
ABRAND00477,311,53.33,-115.79,3,1,4,6,120,5,30,120
ABRAND00478,601,53,-115.79,3,1,4,6,120,5,30,120
ABRAND00479,351,53.68,-115.78,3,1,4,6,120,5,30,120
ABRAND00480,311,53,-115.78,3,1,4,6,120,5,30,120
ABRAND00481,601,52.74,-115.77,3,1,4,6,120,5,30,120
ABRAND00482,351,53.76,-115.77,3,1,4,6,120,5,30,120
ABRAND00483,351,53.87,-115.77,3,1,4,6,120,5,30,120
ABRAND00484,361,53.1,-115.76,3,1,4,6,120,5,30,120
ABRAND00485,621,53.76,-115.76,3,3,4,6,120,5,30,120
ABRAND00486,351,53.15,-115.76,3,1,4,6,120,5,30,120
ABRAND00487,362,53.65,-115.76,3,1,4,6,120,5,30,120
ABRAND00488,311,53.09,-115.75,3,1,4,6,120,5,30,120
ABRAND00489,311,52.72,-115.75,3,1,4,6,120,5,30,120
ABRAND00490,361,53.04,-115.74,3,1,4,6,120,5,30,120
ABRAND00491,311,52.89,-115.74,3,1,4,6,120,5,30,120
ABRAND00492,311,53.16,-115.74,3,1,4,6,120,5,30,120
ABRAND00493,601,52.48,-115.74,3,3,4,6,120,5,30,120
ABRAND00494,351,52.89,-115.73,3,1,4,6,120,5,30,120
ABRAND00495,311,53.44,-115.73,3,1,4,6,120,5,30,120
ABRAND00496,601,52.78,-115.73,3,1,4,6,120,5,30,120
ABRAND00497,601,53.86,-115.72,3,3,4,6,120,5,30,120
ABRAND00498,601,53.05,-115.72,3,1,4,6,120,5,30,120
ABRAND00499,351,53.11,-115.72,3,1,4,6,120,5,30,120
ABRAND00500,351,53.78,-115.72,3,1,4,6,120,5,30,120
ABRAND00501,601,52.85,-115.72,3,1,4,6,120,5,30,120
ABRAND00502,311,53.1,-115.71,3,1,4,6,120,5,30,120
ABRAND00503,311,53.97,-115.71,3,1,4,6,120,5,30,120
ABRAND00504,311,53.28,-115.7,3,1,4,6,120,5,30,120
ABRAND00505,351,52.79,-115.7,3,1,4,6,120,5,30,120
ABRAND00506,361,53.61,-115.7,3,1,4,6,120,5,30,120
ABRAND00507,311,53.23,-115.7,3,1,4,6,120,5,30,120
ABRAND00508,601,52.83,-115.7,3,3,4,6,120,5,30,120
ABRAND00509,601,53.73,-115.69,3,3,4,6,120,5,30,120
ABRAND00510,601,53.87,-115.69,3,3,4,6,120,5,30,120
ABRAND00511,601,53.13,-115.69,3,3,4,6,120,5,30,120
ABRAND00512,501,52.98,-115.67,3,1,4,6,120,5,30,120
ABRAND00513,311,53.44,-115.67,3,1,4,6,120,5,30,120
ABRAND00514,601,54.13,-115.65,3,3,4,6,120,5,30,120
ABRAND00515,361,52.48,-115.65,3,1,4,6,120,5,30,120
ABRAND00516,401,53.65,-115.64,3,3,4,6,120,5,30,120
ABRAND00517,351,54.11,-115.64,3,1,4,6,120,5,30,120
ABRAND00518,351,54.07,-115.64,3,1,4,6,120,5,30,120
ABRAND00519,361,52.59,-115.64,3,1,4,6,120,5,30,120
ABRAND00520,351,53.86,-115.64,3,1,4,6,120,5,30,120
ABRAND00521,601,54.1,-115.64,3,3,4,6,120,5,30,120
ABRAND00522,311,53.02,-115.63,3,1,4,6,120,5,30,120
ABRAND00523,601,52.84,-115.63,3,1,4,6,120,5,30,120
ABRAND00524,322,53.74,-115.63,3,1,4,6,120,5,30,120
ABRAND00525,351,53.94,-115.62,3,1,4,6,120,5,30,120
ABRAND00526,361,52.9,-115.62,3,1,4,6,120,5,30,120
ABRAND00527,503,54.18,-115.62,3,1,4,6,120,5,30,120
ABRAND00528,351,52.5,-115.62,3,1,4,6,120,5,30,120
ABRAND00529,311,52.94,-115.61,3,1,4,6,120,5,30,120
ABRAND00530,311,52.83,-115.61,3,1,4,6,120,5,30,120
ABRAND00531,601,53.03,-115.6,3,3,4,6,120,5,30,120
ABRAND00532,621,54.12,-115.6,3,1,4,6,120,5,30,120
ABRAND00533,361,52.85,-115.6,3,1,4,6,120,5,30,120
ABRAND00534,361,53.75,-115.6,3,1,4,6,120,5,30,120
ABRAND00535,351,53.06,-115.6,3,1,4,6,120,5,30,120
ABRAND00536,351,53.7,-115.6,3,1,4,6,120,5,30,120
ABRAND00537,601,52.68,-115.6,3,1,4,6,120,5,30,120
ABRAND00538,351,53.79,-115.6,3,1,4,6,120,5,30,120
ABRAND00539,311,52.88,-115.59,3,1,4,6,120,5,30,120
ABRAND00540,601,53.74,-115.59,3,3,4,6,120,5,30,120
ABRAND00541,601,52.83,-115.59,3,3,4,6,120,5,30,120
ABRAND00542,311,53.14,-115.59,3,1,4,6,120,5,30,120
ABRAND00543,322,52.98,-115.59,3,1,4,6,120,5,30,120
ABRAND00544,601,53.84,-115.57,3,3,4,6,120,5,30,120
ABRAND00545,362,52.72,-115.57,3,1,4,6,120,5,30,120
ABRAND00546,621,53.2,-115.57,3,3,4,6,120,5,30,120
ABRAND00547,601,52.97,-115.56,3,1,4,6,120,5,30,120
ABRAND00548,601,52.68,-115.55,3,3,4,6,120,5,30,120
ABRAND00549,311,53.34,-115.54,3,1,4,6,120,5,30,120
ABRAND00550,322,54.11,-115.54,3,1,4,6,120,5,30,120
ABRAND00551,601,52.78,-115.54,3,1,4,6,120,5,30,120
ABRAND00552,601,52.69,-115.54,3,1,4,6,120,5,30,120
ABRAND00553,601,53.54,-115.54,3,3,4,6,120,5,30,120
ABRAND00554,601,52.85,-115.53,3,1,4,6,120,5,30,120
ABRAND00555,601,53.33,-115.53,3,3,4,6,120,5,30,120
ABRAND00556,601,53.17,-115.53,3,1,4,6,120,5,30,120
ABRAND00557,351,53.82,-115.53,3,1,4,6,120,5,30,120
ABRAND00558,311,53.34,-115.52,3,1,4,6,120,5,30,120
ABRAND00559,311,54.1,-115.52,3,1,4,6,120,5,30,120
ABRAND00560,351,53.21,-115.51,3,1,4,6,120,5,30,120
ABRAND00561,351,53.12,-115.51,3,1,4,6,120,5,30,120
ABRAND00562,311,53.18,-115.5,3,1,4,6,120,5,30,120
ABRAND00563,311,53,-115.5,3,1,4,6,120,5,30,120
ABRAND00564,311,53.03,-115.49,3,1,4,6,120,5,30,120
ABRAND00565,401,53.19,-115.49,3,3,4,6,120,5,30,120
ABRAND00566,311,53.16,-115.48,3,1,4,6,120,5,30,120
ABRAND00567,311,52.72,-115.48,3,1,4,6,120,5,30,120
ABRAND00568,601,52.86,-115.48,3,1,4,6,120,5,30,120
ABRAND00569,601,52.79,-115.47,3,1,4,6,120,5,30,120
ABRAND00570,362,53.84,-115.47,3,1,4,6,120,5,30,120
ABRAND00571,311,52.85,-115.45,3,1,4,6,120,5,30,120
ABRAND00572,601,53.21,-115.44,3,3,4,6,120,5,30,120
ABRAND00573,601,52.55,-115.44,3,3,4,6,120,5,30,120
ABRAND00574,351,52.87,-115.44,3,1,4,6,120,5,30,120
ABRAND00575,311,53.07,-115.43,3,1,4,6,120,5,30,120
ABRAND00576,351,53.74,-115.43,3,1,4,6,120,5,30,120
ABRAND00577,601,53.02,-115.43,3,3,4,6,120,5,30,120
ABRAND00578,311,53.12,-115.42,3,1,4,6,120,5,30,120
ABRAND00579,361,53.07,-115.42,3,1,4,6,120,5,30,120
ABRAND00580,311,53.2,-115.42,3,1,4,6,120,5,30,120
ABRAND00581,601,52.56,-115.41,3,3,4,6,120,5,30,120
ABRAND00582,601,53.3,-115.4,3,3,4,6,120,5,30,120
ABRAND00583,601,52.68,-115.4,3,3,4,6,120,5,30,120
ABRAND00584,351,53.36,-115.4,3,1,4,6,120,5,30,120
ABRAND00585,311,53.13,-115.4,3,1,4,6,120,5,30,120
ABRAND00586,351,53.17,-115.39,3,1,4,6,120,5,30,120
ABRAND00587,621,52.83,-115.39,3,3,4,6,120,5,30,120
ABRAND00588,311,52.85,-115.38,3,1,4,6,120,5,30,120
ABRAND00589,361,53.01,-115.38,3,1,4,6,120,5,30,120
ABRAND00590,621,52.87,-115.38,3,1,4,6,120,5,30,120
ABRAND00591,601,52.76,-115.38,3,3,4,6,120,5,30,120
ABRAND00592,362,52.83,-115.37,3,1,4,6,120,5,30,120
ABRAND00593,311,53.04,-115.36,3,1,4,6,120,5,30,120
ABRAND00594,601,52.95,-115.36,3,3,4,6,120,5,30,120
ABRAND00595,361,52.4,-115.36,3,1,4,6,120,5,30,120
ABRAND00596,311,53.1,-115.34,3,1,4,6,120,5,30,120
ABRAND00597,601,53.29,-115.34,3,1,4,6,120,5,30,120
ABRAND00598,601,52.8,-115.33,3,3,4,6,120,5,30,120
ABRAND00599,311,52.84,-115.33,3,1,4,6,120,5,30,120
ABRAND00600,361,53.09,-115.33,3,1,4,6,120,5,30,120
ABRAND00601,351,53.36,-115.32,3,1,4,6,120,5,30,120
ABRAND00602,361,52.76,-115.32,3,1,4,6,120,5,30,120
ABRAND00603,311,53.19,-115.32,3,1,4,6,120,5,30,120
ABRAND00604,311,53.32,-115.31,3,1,4,6,120,5,30,120
ABRAND00605,601,52.32,-115.31,3,3,4,6,120,5,30,120
ABRAND00606,311,53.3,-115.3,3,1,4,6,120,5,30,120
ABRAND00607,351,52.61,-115.3,3,1,4,6,120,5,30,120
ABRAND00608,361,52.49,-115.3,3,1,4,6,120,5,30,120
ABRAND00609,311,53.21,-115.29,3,1,4,6,120,5,30,120
ABRAND00610,361,52.43,-115.29,3,1,4,6,120,5,30,120
ABRAND00611,361,53.06,-115.28,3,1,4,6,120,5,30,120
ABRAND00612,621,53.35,-115.28,3,1,4,6,120,5,30,120
ABRAND00613,621,53.2,-115.28,3,1,4,6,120,5,30,120
ABRAND00614,621,52.97,-115.27,3,3,4,6,120,5,30,120
ABRAND00615,601,52.91,-115.27,3,3,4,6,120,5,30,120
ABRAND00616,361,52.97,-115.27,3,1,4,6,120,5,30,120
ABRAND00617,601,52.53,-115.27,3,1,4,6,120,5,30,120
ABRAND00618,361,53.09,-115.27,3,1,4,6,120,5,30,120
ABRAND00619,361,52.9,-115.27,3,1,4,6,120,5,30,120
ABRAND00620,351,52.82,-115.27,3,1,4,6,120,5,30,120
ABRAND00621,322,52.9,-115.26,3,1,4,6,120,5,30,120
ABRAND00622,361,52.68,-115.26,3,1,4,6,120,5,30,120
ABRAND00623,311,53.12,-115.26,3,1,4,6,120,5,30,120
ABRAND00624,601,53.01,-115.25,3,3,4,6,120,5,30,120
ABRAND00625,311,52.75,-115.24,3,1,4,6,120,5,30,120
ABRAND00626,361,53.28,-115.24,3,1,4,6,120,5,30,120
ABRAND00627,311,52.75,-115.23,3,1,4,6,120,5,30,120
ABRAND00628,311,53.22,-115.22,3,1,4,6,120,5,30,120
ABRAND00629,621,52.99,-115.22,3,3,4,6,120,5,30,120
ABRAND00630,601,52.83,-115.21,3,3,4,6,120,5,30,120
ABRAND00631,621,53.18,-115.21,3,1,4,6,120,5,30,120
ABRAND00632,311,53,-115.21,3,1,4,6,120,5,30,120
ABRAND00633,621,52.95,-115.2,3,1,4,6,120,5,30,120
ABRAND00634,621,53.33,-115.2,3,3,4,6,120,5,30,120
ABRAND00635,311,52.98,-115.2,3,1,4,6,120,5,30,120
ABRAND00636,351,52.53,-115.2,3,1,4,6,120,5,30,120
ABRAND00637,361,53.03,-115.19,3,1,4,6,120,5,30,120
ABRAND00638,402,52.89,-115.19,3,1,4,6,120,5,30,120
ABRAND00639,601,53.26,-115.18,3,3,4,6,120,5,30,120
ABRAND00640,311,53.04,-115.18,3,1,4,6,120,5,30,120
ABRAND00641,361,52.42,-115.18,3,1,4,6,120,5,30,120
ABRAND00642,601,52.45,-115.18,3,1,4,6,120,5,30,120
ABRAND00643,504,52.88,-115.17,3,1,4,6,120,5,30,120
ABRAND00644,361,52.97,-115.17,3,1,4,6,120,5,30,120
ABRAND00645,361,53.02,-115.17,3,1,4,6,120,5,30,120
ABRAND00646,311,52.82,-115.16,3,1,4,6,120,5,30,120
ABRAND00647,361,53.14,-115.16,3,1,4,6,120,5,30,120
ABRAND00648,361,52.74,-115.16,3,1,4,6,120,5,30,120
ABRAND00649,351,52.94,-115.16,3,1,4,6,120,5,30,120
ABRAND00650,621,52.98,-115.15,3,3,4,6,120,5,30,120
ABRAND00651,311,52.78,-115.15,3,1,4,6,120,5,30,120
ABRAND00652,361,52.37,-115.15,3,1,4,6,120,5,30,120
ABRAND00653,351,52.89,-115.15,3,1,4,6,120,5,30,120
ABRAND00654,601,52.44,-115.14,3,3,4,6,120,5,30,120
ABRAND00655,321,52.96,-115.14,3,1,4,6,120,5,30,120
ABRAND00656,601,53.43,-115.14,3,3,4,6,120,5,30,120
ABRAND00657,361,52.87,-115.14,3,1,4,6,120,5,30,120
ABRAND00658,361,52.81,-115.14,3,1,4,6,120,5,30,120
ABRAND00659,311,52.87,-115.13,3,1,4,6,120,5,30,120
ABRAND00660,361,52.87,-115.13,3,1,4,6,120,5,30,120
ABRAND00661,351,52.92,-115.13,3,1,4,6,120,5,30,120
ABRAND00662,361,53.13,-115.13,3,1,4,6,120,5,30,120
ABRAND00663,321,52.4,-115.13,3,1,4,6,120,5,30,120
ABRAND00664,621,52.66,-115.12,3,1,4,6,120,5,30,120
ABRAND00665,322,52.99,-115.11,3,1,4,6,120,5,30,120
ABRAND00666,361,52.88,-115.11,3,1,4,6,120,5,30,120
ABRAND00667,311,52.85,-115.1,3,1,4,6,120,5,30,120
ABRAND00668,361,52.95,-115.1,3,1,4,6,120,5,30,120
ABRAND00669,361,53.17,-115.1,3,1,4,6,120,5,30,120
ABRAND00670,351,52.7,-115.09,3,1,4,6,120,5,30,120
ABRAND00671,311,52.95,-115.09,3,1,4,6,120,5,30,120
ABRAND00672,361,53.23,-115.08,3,1,4,6,120,5,30,120
ABRAND00673,361,53.01,-115.08,3,1,4,6,120,5,30,120
ABRAND00674,361,52.92,-115.08,3,1,4,6,120,5,30,120
ABRAND00675,351,52.96,-115.08,3,1,4,6,120,5,30,120
ABRAND00676,361,52.93,-115.07,3,1,4,6,120,5,30,120
ABRAND00677,351,52.67,-115.06,3,1,4,6,120,5,30,120
ABRAND00678,351,52.93,-115.06,3,1,4,6,120,5,30,120
ABRAND00679,351,52.91,-115.06,3,1,4,6,120,5,30,120
ABRAND00680,621,52.66,-115.06,3,3,4,6,120,5,30,120
ABRAND00681,351,52.79,-115.06,3,1,4,6,120,5,30,120
ABRAND00682,361,52.92,-115.05,3,1,4,6,120,5,30,120
ABRAND00683,401,52.94,-115.05,3,3,4,6,120,5,30,120
ABRAND00684,321,53.02,-115.05,3,1,4,6,120,5,30,120
ABRAND00685,351,53.14,-115.05,3,1,4,6,120,5,30,120
ABRAND00686,361,53.07,-115.04,3,1,4,6,120,5,30,120
ABRAND00687,361,52.91,-115.04,3,1,4,6,120,5,30,120
ABRAND00688,361,53.15,-115.03,3,1,4,6,120,5,30,120
ABRAND00689,361,52.83,-115.03,3,1,4,6,120,5,30,120
ABRAND00690,621,52.55,-115.03,3,1,4,6,120,5,30,120
ABRAND00691,601,53.03,-115.02,3,3,4,6,120,5,30,120
ABRAND00692,621,53.09,-115.02,3,3,4,6,120,5,30,120
ABRAND00693,361,52.97,-115.01,3,1,4,6,120,5,30,120
ABRAND00694,601,52.1,-115,3,3,4,6,120,5,30,120
ABRAND00695,361,52.67,-115,3,1,4,6,120,5,30,120
ABRAND00696,351,52.58,-115,3,1,4,6,120,5,30,120
ABRAND00697,311,53.38,-115,3,1,4,6,120,5,30,120
ABRAND00698,351,52.87,-114.99,3,1,4,6,120,5,30,120
ABRAND00699,351,52.9,-114.98,3,1,4,6,120,5,30,120
ABRAND00700,361,52.87,-114.98,3,1,4,6,120,5,30,120
ABRAND00701,601,52.99,-114.98,3,3,4,6,120,5,30,120
ABRAND00702,361,52.92,-114.95,3,1,4,6,120,5,30,120
ABRAND00703,361,52.83,-114.95,3,1,4,6,120,5,30,120
ABRAND00704,601,52.81,-114.95,3,3,4,6,120,5,30,120
ABRAND00705,601,52.14,-114.95,3,3,4,6,120,5,30,120
ABRAND00706,311,52.3,-114.95,3,1,4,6,120,5,30,120
ABRAND00707,351,53.02,-114.94,3,1,4,6,120,5,30,120
ABRAND00708,601,52.68,-114.94,3,3,4,6,120,5,30,120
ABRAND00709,351,52.72,-114.93,3,1,4,6,120,5,30,120
ABRAND00710,621,52.05,-114.91,3,3,4,6,120,5,30,120
ABRAND00711,601,52.96,-114.9,3,1,4,6,120,5,30,120
ABRAND00712,601,52.95,-114.9,3,3,4,6,120,5,30,120
ABRAND00713,351,52.12,-114.9,3,1,4,6,120,5,30,120
ABRAND00714,601,52.98,-114.89,3,1,4,6,120,5,30,120
ABRAND00715,351,52.8,-114.88,3,1,4,6,120,5,30,120
ABRAND00716,401,52.13,-114.88,3,3,4,6,120,5,30,120
ABRAND00717,361,52.85,-114.87,3,1,4,6,120,5,30,120
ABRAND00718,351,52.94,-114.87,3,1,4,6,120,5,30,120
ABRAND00719,621,52.52,-114.86,3,3,4,6,120,5,30,120
ABRAND00720,351,52.1,-114.84,3,1,4,6,120,5,30,120
ABRAND00721,311,52.33,-114.83,3,1,4,6,120,5,30,120
ABRAND00722,311,52.91,-114.83,3,1,4,6,120,5,30,120
ABRAND00723,311,53.01,-114.83,3,1,4,6,120,5,30,120
ABRAND00724,601,52.95,-114.83,3,3,4,6,120,5,30,120
ABRAND00725,351,52.14,-114.82,3,1,4,6,120,5,30,120
ABRAND00726,311,52.01,-114.81,3,1,4,6,120,5,30,120
ABRAND00727,601,52.24,-114.81,3,1,4,6,120,5,30,120
ABRAND00728,351,53.31,-114.81,3,1,4,6,120,5,30,120
ABRAND00729,351,52.94,-114.81,3,1,4,6,120,5,30,120
ABRAND00730,601,52.22,-114.8,3,1,4,6,120,5,30,120
ABRAND00731,361,53.13,-114.79,3,1,4,6,120,5,30,120
ABRAND00732,311,52.95,-114.78,3,1,4,6,120,5,30,120
ABRAND00733,351,52.15,-114.77,3,1,4,6,120,5,30,120
ABRAND00734,311,53.14,-114.77,3,1,4,6,120,5,30,120
ABRAND00735,361,53.18,-114.76,3,1,4,6,120,5,30,120
ABRAND00736,351,53.13,-114.76,3,1,4,6,120,5,30,120
ABRAND00737,601,52.6,-114.76,3,3,4,6,120,5,30,120
ABRAND00738,322,53.1,-114.76,3,1,4,6,120,5,30,120
ABRAND00739,351,53.09,-114.75,3,1,4,6,120,5,30,120
ABRAND00740,311,52.29,-114.75,3,1,4,6,120,5,30,120
ABRAND00741,351,52.13,-114.74,3,1,4,6,120,5,30,120
ABRAND00742,311,52.23,-114.74,3,1,4,6,120,5,30,120
ABRAND00743,311,52.69,-114.74,3,1,4,6,120,5,30,120
ABRAND00744,351,53.27,-114.73,3,1,4,6,120,5,30,120
ABRAND00745,621,52.35,-114.72,3,3,4,6,120,5,30,120
ABRAND00746,621,52.76,-114.7,3,1,4,6,120,5,30,120
ABRAND00747,311,52.21,-114.69,3,1,4,6,120,5,30,120
ABRAND00748,601,53.03,-114.69,3,1,4,6,120,5,30,120
ABRAND00749,601,53.07,-114.69,3,3,4,6,120,5,30,120
ABRAND00750,361,51.97,-114.69,3,1,4,6,120,5,30,120
ABRAND00751,621,52.28,-114.68,3,3,4,6,120,5,30,120
ABRAND00752,361,52.64,-114.68,3,1,4,6,120,5,30,120
ABRAND00753,601,53.22,-114.67,3,3,4,6,120,5,30,120
ABRAND00754,361,52.46,-114.66,3,1,4,6,120,5,30,120
ABRAND00755,621,52,-114.66,3,1,4,6,120,5,30,120
ABRAND00756,351,53,-114.66,3,1,4,6,120,5,30,120
ABRAND00757,601,52.71,-114.66,3,3,4,6,120,5,30,120
ABRAND00758,351,52.95,-114.66,3,1,4,6,120,5,30,120
ABRAND00759,311,52.56,-114.65,3,1,4,6,120,5,30,120
ABRAND00760,601,51.97,-114.64,3,1,4,6,120,5,30,120
ABRAND00761,361,51.97,-114.64,3,1,4,6,120,5,30,120
ABRAND00762,351,52.19,-114.64,3,1,4,6,120,5,30,120
ABRAND00763,351,53.11,-114.64,3,1,4,6,120,5,30,120
ABRAND00764,621,52.61,-114.64,3,1,4,6,120,5,30,120
ABRAND00765,351,53.06,-114.63,3,1,4,6,120,5,30,120
ABRAND00766,311,53,-114.63,3,1,4,6,120,5,30,120
ABRAND00767,311,52.53,-114.63,3,1,4,6,120,5,30,120
ABRAND00768,311,52.04,-114.62,3,1,4,6,120,5,30,120
ABRAND00769,351,52.53,-114.62,3,1,4,6,120,5,30,120
ABRAND00770,601,52.68,-114.61,3,3,4,6,120,5,30,120
ABRAND00771,311,52.25,-114.6,3,1,4,6,120,5,30,120
ABRAND00772,601,52.24,-114.6,3,3,4,6,120,5,30,120
ABRAND00773,311,51.94,-114.6,3,1,4,6,120,5,30,120
ABRAND00774,311,51.68,-114.6,3,1,4,6,120,5,30,120
ABRAND00775,311,51.97,-114.59,3,1,4,6,120,5,30,120
ABRAND00776,311,52.43,-114.58,3,1,4,6,120,5,30,120
ABRAND00777,311,52.4,-114.57,3,1,4,6,120,5,30,120
ABRAND00778,361,52.16,-114.57,3,1,4,6,120,5,30,120
ABRAND00779,601,52.81,-114.57,3,3,4,6,120,5,30,120
ABRAND00780,621,52.65,-114.56,3,3,4,6,120,5,30,120
ABRAND00781,601,52.53,-114.56,3,1,4,6,120,5,30,120
ABRAND00782,351,51.89,-114.56,3,1,4,6,120,5,30,120
ABRAND00783,351,52.16,-114.56,3,1,4,6,120,5,30,120
ABRAND00784,351,52.58,-114.55,3,1,4,6,120,5,30,120
ABRAND00785,351,52.4,-114.55,3,1,4,6,120,5,30,120
ABRAND00786,311,52.45,-114.55,3,1,4,6,120,5,30,120
ABRAND00787,311,52,-114.54,3,1,4,6,120,5,30,120
ABRAND00788,601,52.56,-114.54,3,3,4,6,120,5,30,120
ABRAND00789,351,52.21,-114.54,3,1,4,6,120,5,30,120
ABRAND00790,501,52.1,-114.53,3,1,4,6,120,5,30,120
ABRAND00791,351,52.62,-114.53,3,1,4,6,120,5,30,120
ABRAND00792,601,52.61,-114.53,3,3,4,6,120,5,30,120
ABRAND00793,621,52.29,-114.52,3,1,4,6,120,5,30,120
